eul_x, eul_y, eul_z, theta_ref, phi_ref, theta, phi, h0, h1, h2, h3
359.81,8.63,-6.31,0.0000,0.0000,10.6882,278.6127,879104,831232,898560,953856
0.00,11.56,-3.88,7.0714,0.0000,12.1945,296.4722,879360,845824,895488,930048
359.50,15.44,-0.56,14.1429,0.0000,15.4477,312.4132,880384,861440,895488,917248
358.81,19.19,3.06,21.2143,0.0000,19.4304,322.8809,888832,882688,896000,905216
358.13,23.44,7.25,28.2857,0.0000,24.5332,330.3136,896256,909056,899584,893440
357.50,27.06,11.25,35.3571,0.0000,29.3077,335.0729,907776,943872,904704,880640
356.81,30.94,15.81,42.4286,0.0000,34.7443,338.8846,920576,1031168,913152,872960
356.31,34.31,20.12,49.5000,0.0000,39.7789,341.7050,936192,1154048,921344,863744
358.19,13.31,-5.81,0.0000,15.0000,14.5261,289.6005,876800,829440,898304,952832
358.88,15.38,-1.25,7.0714,15.0000,15.4257,309.2271,871168,844032,888320,927232
358.94,17.44,2.31,14.1429,15.0000,17.5902,321.4918,890112,859904,883712,915968
358.38,20.06,7.00,21.2143,15.0000,21.2486,332.6094,894976,880896,880384,901632
357.63,22.25,12.19,28.2857,15.0000,25.3692,341.3369,910336,908032,877824,888064
356.81,24.62,17.31,35.3571,15.0000,30.1017,346.9215,931328,941312,876800,876288
356.06,26.75,22.50,42.4286,15.0000,34.9544,351.1304,953600,1020160,878848,868096
355.25,28.62,27.44,49.5000,15.0000,39.6511,354.0366,982272,1142784,881408,860416
354.19,12.19,-2.50,0.0000,30.0000,12.4413,297.5953,875776,826368,889856,948736
354.94,13.19,3.63,7.0714,30.0000,13.6767,325.3074,887808,840448,876800,925440
355.63,14.19,8.81,14.1429,30.0000,16.7017,342.4713,894976,852992,867072,908288
356.13,15.75,13.50,21.2143,30.0000,20.7440,351.7263,910336,870912,862208,900096
356.13,17.19,18.12,28.2857,30.0000,24.9785,357.6458,933120,893440,856064,890368
355.69,18.50,23.31,35.3571,30.0000,29.7611,2.2532,956672,922368,850176,877824
355.06,19.56,28.50,42.4286,30.0000,34.5679,5.5966,989440,958976,848640,871424
354.38,20.37,33.44,49.5000,30.0000,39.1562,8.0191,1074432,1065984,848128,865536
344.31,9.56,-2.25,0.0000,45.0000,9.8236,286.0720,873472,816640,882176,946432
344.88,9.56,3.75,7.0714,45.0000,10.2715,321.2880,887040,826880,864256,925952
345.44,9.56,10.25,14.1429,45.0000,14.0180,347.4249,901376,837888,850432,909824
345.94,9.69,16.44,21.2143,45.0000,19.0798,0.4244,924928,854272,843008,901376
346.44,9.81,22.00,28.2857,45.0000,24.0891,7.3995,952320,873216,834560,893696
346.81,9.88,27.44,35.3571,45.0000,29.1605,12.0182,991488,900096,829184,888832
347.19,9.88,32.31,42.4286,45.0000,33.7878,15.1938,1091584,928512,824576,882944
347.50,10.00,36.94,49.5000,45.0000,38.2672,17.3516,1213952,959232,820736,878592
344.31,10.31,-1.94,0.0000,60.0000,10.4929,288.6719,865792,817408,881152,937984
344.88,9.00,3.94,7.0714,60.0000,9.8236,323.5044,882688,822528,858880,922112
345.31,7.50,9.81,14.1429,60.0000,12.3505,352.9207,894720,827904,844032,911616
345.69,5.94,16.00,21.2143,60.0000,17.0662,10.3279,932352,838912,832768,907008
345.94,4.81,21.75,28.2857,60.0000,22.2761,18.4610,963584,852736,824320,902656
346.13,3.88,27.00,35.3571,60.0000,27.2766,22.9578,1009664,871168,817408,900352
346.19,2.63,31.94,42.4286,60.0000,32.0452,26.4888,1147904,891648,810240,899328
346.25,1.63,36.44,49.5000,60.0000,36.4737,28.6965,1296640,914432,805376,902912
345.94,10.44,0.44,0.0000,75.0000,10.4467,303.3377,865792,817920,874240,927744
346.44,7.38,5.75,7.0714,75.0000,9.3516,339.3796,883968,819712,851968,917760
346.94,4.56,11.31,14.1429,75.0000,12.1979,9.9725,898816,824320,837120,912640
347.38,1.63,16.56,21.2143,75.0000,16.6420,26.7715,940032,828928,826624,912128
347.56,-0.25,21.31,28.2857,75.0000,21.3140,33.2346,979712,838656,816384,913920
347.31,-2.63,25.75,35.3571,75.0000,25.8835,38.1332,1068800,851712,809472,917504
347.06,-4.75,30.12,42.4286,75.0000,30.4972,41.0229,1213440,867328,802048,921088
346.63,-6.81,34.38,49.5000,75.0000,35.0436,42.8347,1366272,885248,797696,926976
344.50,9.13,-0.25,0.0000,90.0000,9.1284,297.9307,869120,814592,874496,933376
344.81,5.00,3.44,7.0714,90.0000,6.0677,334.3210,884992,812800,854784,926976
344.94,0.50,7.44,14.1429,90.0000,7.4543,26.0915,901888,811008,839168,926208
344.81,-3.19,11.44,21.2143,90.0000,11.8734,45.3850,929536,810496,828160,928512
344.56,-7.00,15.50,28.2857,90.0000,17.0074,53.8671,966656,814336,819968,939008
344.44,-10.50,19.50,35.3571,90.0000,22.1472,57.7383,1029888,819712,812288,948224
344.31,-13.81,23.25,42.4286,90.0000,27.0434,60.0265,1173248,827648,803840,957696
344.13,-16.94,27.00,49.5000,90.0000,31.8729,61.2256,1323008,837376,798464,970496
345.19,9.38,-1.12,0.0000,105.0000,9.4423,293.3447,859648,810240,872704,928256
345.38,4.00,0.44,7.0714,105.0000,4.0239,306.6169,873728,804096,850176,926720
345.44,-1.69,3.75,14.1429,105.0000,4.1122,54.6653,893696,800256,835584,930816
345.63,-7.19,6.88,21.2143,105.0000,9.9461,76.8980,927232,798208,825856,946176
345.88,-12.31,10.13,28.2857,105.0000,15.9409,81.4434,962560,797440,819200,962560
346.19,-17.12,13.25,35.3571,105.0000,21.6524,83.4576,1017344,799232,813056,981760
346.56,-21.31,16.19,42.4286,105.0000,26.7630,84.3447,1155584,803328,807680,1001216
346.31,-25.31,19.19,49.5000,105.0000,31.7629,84.1495,1303552,809216,804608,1024512
343.63,5.56,-2.63,0.0000,120.0000,6.1508,273.3619,866816,806144,870656,934144
343.56,0.56,-2.38,7.0714,120.0000,2.4407,221.8870,874240,797952,857600,939520
343.44,-5.19,-1.44,14.1429,120.0000,5.3830,133.9260,887808,791040,846592,952320
343.31,-10.94,-0.69,21.2143,120.0000,10.9591,121.9092,908288,785920,838656,971008
343.19,-16.75,0.31,28.2857,120.0000,16.7529,117.1187,936192,782080,833280,996608
343.13,-22.12,1.25,35.3571,120.0000,22.1603,114.8914,965632,780800,829696,1026304
343.13,-27.19,2.31,42.4286,120.0000,27.2857,113.2633,1026304,781568,827648,1061376
343.19,-32.25,3.88,49.5000,120.0000,32.4820,111.3360,1168128,784384,828416,1178624
342.44,2.94,-3.31,0.0000,135.0000,4.4274,249.0039,866304,802304,869376,936448
342.19,-1.69,-4.88,7.0714,135.0000,5.1588,188.0940,871936,791808,862976,950016
341.94,-7.56,-6.19,14.1429,135.0000,9.7712,156.2269,880384,785920,858880,972544
341.56,-13.44,-6.75,21.2143,135.0000,15.0376,143.2341,899328,780544,852992,999424
341.19,-19.19,-7.31,28.2857,135.0000,20.5337,137.0497,921600,774656,849408,1035264
340.75,-24.62,-7.94,35.3571,135.0000,25.8727,133.6160,950016,770560,849664,1113344
340.31,-29.50,-8.25,42.4286,135.0000,30.6319,130.9367,980480,768256,849408,1231104
339.81,-34.44,-8.75,49.5000,135.0000,35.5317,129.0687,1059840,768512,851456,1369344
340.50,1.50,-7.75,0.0000,150.0000,7.8938,216.4541,874240,801024,874240,956672
340.13,-3.25,-10.25,7.0714,150.0000,10.7529,187.5326,871936,790272,868608,968960
340.00,-7.38,-13.56,14.1429,150.0000,15.4380,176.4636,872704,782592,873728,997376
339.94,-12.13,-16.50,21.2143,150.0000,20.4760,168.6273,883968,775936,877312,1032704
340.00,-17.25,-19.12,28.2857,150.0000,25.7552,162.9508,894464,768768,878592,1107712
340.13,-21.81,-21.19,35.3571,150.0000,30.4088,159.2922,909056,764416,883200,1241856
340.75,-26.25,-23.12,42.4286,150.0000,34.9833,157.1285,935168,760832,886272,1373440
341.25,-30.87,-25.69,49.5000,150.0000,40.1636,156.0099,963840,759808,893696,1530624
347.50,6.19,-4.19,0.0000,165.0000,7.4713,268.4111,860160,805376,871168,939520
347.19,1.75,-7.25,7.0714,165.0000,7.4582,225.7579,868608,793088,865792,954880
347.56,-2.44,-10.75,14.1429,165.0000,11.0229,199.7870,870656,785408,863488,969728
348.13,-7.94,-14.31,21.2143,165.0000,16.3662,184.1129,875008,779264,864768,996864
348.75,-13.25,-18.00,28.2857,165.0000,22.3509,177.3928,884480,773120,872192,1038080
349.38,-18.25,-21.37,35.3571,165.0000,28.1061,173.8843,898816,766976,879616,1141248
349.81,-22.50,-24.62,42.4286,165.0000,33.3563,172.3944,910848,762368,888576,1284096
350.19,-26.44,-27.94,49.5000,165.0000,38.4636,171.7677,926976,759552,898560,1431808
347.88,1.63,-8.13,0.0000,180.0000,8.2859,224.1849,871424,799232,868864,954112
347.50,-2.75,-12.38,7.0714,180.0000,12.6769,199.9712,866304,785920,864768,970240
347.69,-7.56,-15.88,14.1429,180.0000,17.5843,187.2154,869888,779008,867584,994304
348.25,-12.31,-20.19,21.2143,180.0000,23.6460,181.8707,878592,773376,877312,1033728
348.69,-16.44,-24.19,28.2857,180.0000,29.2443,179.4880,883456,768256,889088,1128704
349.13,-19.81,-27.94,35.3571,180.0000,34.2497,178.7818,895488,763136,899584,1261824
349.44,-23.06,-31.62,42.4286,180.0000,39.1410,178.3361,904704,761344,914688,1408256
349.69,-25.94,-35.38,49.5000,180.0000,43.8651,178.4380,916992,757248,924416,1533696
347.25,7.38,-5.00,0.0000,195.0000,8.9101,268.1141,843008,802304,864512,916736
347.00,4.94,-10.13,7.0714,195.0000,11.2647,237.9964,840448,786688,868864,939008
347.69,1.25,-15.50,14.1429,195.0000,15.5503,217.2982,843520,777472,878336,967424
348.31,-2.13,-21.06,21.2143,195.0000,21.1694,207.5514,843264,770048,890368,1004032
349.00,-5.38,-26.37,28.2857,195.0000,26.9171,202.4813,848640,766208,909312,1050112
349.56,-8.25,-31.31,35.3571,195.0000,32.3811,199.8021,850944,761856,925184,1166592
350.06,-10.56,-35.63,42.4286,195.0000,37.1579,198.5478,855808,758784,945664,1308416
350.38,-12.75,-39.75,49.5000,195.0000,41.7448,197.5911,861952,756736,965632,1451008
346.13,2.38,-11.25,0.0000,210.0000,11.4980,223.0457,862976,794112,867328,952832
345.94,-0.69,-15.81,7.0714,210.0000,15.8274,208.4479,857344,782848,867840,968192
346.38,-3.13,-20.94,14.1429,210.0000,21.1694,202.8860,857856,777728,881408,996096
347.00,-5.63,-26.00,21.2143,210.0000,26.6015,199.7924,853760,773120,899072,1033216
347.44,-7.56,-30.94,28.2857,210.0000,31.8484,198.7012,854528,768512,919296,1108480
347.44,-8.75,-35.50,35.3571,210.0000,36.5624,198.5913,853248,765696,944640,1240064
347.75,-9.63,-39.88,42.4286,210.0000,41.0202,199.1796,854528,763904,969472,1373696
347.81,-10.56,-44.19,49.5000,210.0000,45.4324,199.3689,855296,764160,1001216,1502976
342.69,6.56,-9.75,0.0000,225.0000,11.7528,241.6311,847872,798976,867072,923648
342.31,6.13,-15.94,7.0714,225.0000,17.0739,228.3349,835584,789504,879104,939776
341.88,5.63,-21.87,14.1429,225.0000,22.5866,221.2958,833280,785664,899072,962304
341.50,5.13,-27.62,21.2143,225.0000,28.0964,217.0101,827648,782336,919808,990208
341.31,4.25,-33.44,28.2857,225.0000,33.7065,213.5561,825088,780544,947968,1027840
341.19,3.75,-38.44,35.3571,225.0000,38.6200,211.7597,820736,779520,978944,1077504
341.13,3.69,-42.88,42.4286,225.0000,43.0333,211.0407,820736,780288,1064448,1196288
341.00,3.69,-47.06,49.5000,225.0000,47.2067,210.4802,819968,780544,1148928,1303040
341.69,3.69,-12.38,0.0000,240.0000,12.9127,223.2805,856576,793600,870144,942848
341.63,3.88,-16.87,7.0714,240.0000,17.3142,219.5576,849152,788224,878080,950784
341.63,4.50,-22.12,14.1429,240.0000,22.5780,218.1215,839680,786688,894720,964608
341.75,5.13,-27.50,21.2143,240.0000,27.9735,217.3067,834816,785152,916480,985088
341.88,5.81,-32.81,28.2857,240.0000,33.3233,216.9203,829184,785664,945152,1013504
342.06,6.56,-37.56,35.3571,240.0000,38.1315,216.9725,823040,787200,978432,1043968
342.31,7.56,-42.25,42.4286,240.0000,42.9215,217.4606,817664,789504,1081856,1113344
342.31,8.13,-45.88,49.5000,240.0000,46.5890,217.3561,815104,794112,1182208,1203456
342.56,8.94,-10.06,0.0000,255.0000,13.4586,249.1739,850432,800512,869632,924928
342.38,10.81,-14.94,7.0714,255.0000,18.4401,243.2739,838912,798208,882688,925440
342.13,13.13,-20.00,14.1429,255.0000,23.9221,240.3999,832000,801024,902400,932864
341.88,15.06,-25.00,21.2143,255.0000,29.1870,237.9440,824064,803072,923392,941568
341.69,16.69,-29.69,28.2857,255.0000,34.0561,236.0281,818432,806656,950528,954624
341.44,18.75,-34.25,35.3571,255.0000,39.0464,235.1358,811776,812288,983808,971264
341.06,20.62,-38.56,42.4286,255.0000,43.7316,234.2024,802816,817920,1087488,990464
340.88,22.37,-42.56,49.5000,255.0000,48.0854,233.6058,802304,825344,1186816,1012480
345.25,10.25,-13.75,0.0000,270.0000,17.1501,246.9528,848384,797440,875008,929792
345.38,14.06,-18.37,7.0714,270.0000,23.1386,247.8020,836352,801280,894208,927744
345.56,17.00,-22.62,14.1429,270.0000,28.3000,247.4830,829184,807168,914944,930560
345.69,20.31,-26.87,21.2143,270.0000,33.6877,247.7700,823808,813824,939520,936448
345.81,23.12,-30.56,28.2857,270.0000,38.3253,247.9253,812800,823808,971264,944128
346.13,26.25,-34.50,35.3571,270.0000,43.3510,248.3914,806912,833536,1042432,952576
346.38,29.19,-38.50,42.4286,270.0000,48.3131,248.5414,798720,843520,1138688,961280
346.56,31.37,-42.19,49.5000,270.0000,52.5754,248.2008,790528,852224,1190912,970240
347.75,11.25,-10.94,0.0000,285.0000,15.6905,258.5570,844800,797696,869376,920320
348.06,15.81,-14.13,7.0714,285.0000,21.2026,261.2887,835072,804096,886016,914176
348.56,20.37,-17.69,14.1429,285.0000,26.9813,262.6013,826880,813568,907264,913920
349.06,24.75,-20.81,21.2143,285.0000,32.3376,264.0017,820480,825344,930560,912896
349.44,28.37,-24.19,28.2857,285.0000,37.2851,263.9925,810240,838144,958464,916224
349.56,31.87,-27.62,35.3571,285.0000,42.1800,263.6481,809728,854528,1008128,922112
349.25,35.19,-31.37,42.4286,285.0000,47.1439,262.5281,806400,868352,1105408,928512
348.81,38.31,-35.13,49.5000,285.0000,51.9770,261.2978,802048,881408,1172224,933376
347.50,4.50,-4.00,0.0000,300.0000,6.0208,260.8665,855040,792320,838144,904192
347.63,10.75,-5.63,7.0714,300.0000,12.1327,275.0039,832256,798720,851712,893440
347.81,17.12,-7.69,14.1429,300.0000,18.7713,278.6370,831232,808448,867584,891904
348.06,22.94,-10.19,21.2143,300.0000,25.0981,279.1145,823296,820992,888064,891392
348.31,28.25,-12.94,28.2857,300.0000,31.0716,278.7064,821760,837376,914944,891136
348.56,33.19,-15.75,35.3571,300.0000,36.7352,278.1746,814592,856064,943104,890624
349.00,37.50,-18.19,42.4286,300.0000,41.6778,278.1266,810496,877568,975616,892160
349.69,41.25,-21.06,49.5000,300.0000,46.3162,277.6384,810496,899328,1058048,893952
347.69,8.81,-10.13,0.0000,315.0000,13.4230,253.7229,841472,788480,855040,913920
348.31,15.19,-10.50,7.0714,315.0000,18.4638,268.6542,831232,799232,866048,898560
348.88,21.44,-10.88,14.1429,315.0000,24.0381,276.9768,822784,814336,883200,893440
349.44,27.06,-11.50,21.2143,315.0000,29.4046,281.4148,822016,830720,900864,889088
349.81,31.87,-12.31,28.2857,315.0000,34.1704,283.6922,819456,851712,924416,885248
350.31,36.63,-13.13,35.3571,315.0000,38.9057,285.5968,819200,876288,950272,880128
350.75,41.06,-14.00,42.4286,315.0000,43.3835,286.9235,814592,902912,978176,877568
351.25,45.50,-15.13,49.5000,315.0000,47.9481,287.8623,815872,933376,1062656,877568
348.56,11.81,-8.94,0.0000,330.0000,14.8126,266.4509,840448,792832,857600,907264
349.13,17.62,-8.38,7.0714,330.0000,19.5136,278.7090,830720,806912,863744,888064
349.38,23.56,-7.31,14.1429,330.0000,24.6711,287.1336,830976,826112,876544,880384
349.38,29.19,-5.81,21.2143,330.0000,29.7606,293.1123,828416,848640,889856,871936
348.94,34.06,-3.81,28.2857,330.0000,34.2752,297.5512,831488,875264,906496,864512
348.69,38.69,-2.25,35.3571,330.0000,38.7529,300.3591,831744,907776,927744,859648
348.38,43.19,-0.81,42.4286,330.0000,43.1951,302.2972,834560,940032,950016,855296
348.06,47.63,0.69,49.5000,330.0000,47.6300,303.8895,836864,1004288,970240,850944
347.25,13.88,-7.25,0.0000,345.0000,15.6550,274.6619,844544,799232,859392,906240
347.56,18.56,-5.75,7.0714,345.0000,19.4327,285.3514,837376,811776,862208,889344
346.69,23.00,-3.31,14.1429,345.0000,23.2373,293.4920,839680,825088,867072,882944
346.13,27.44,-1.00,21.2143,345.0000,27.4557,299.0377,839936,841984,873728,873728
345.63,31.75,1.75,28.2857,345.0000,31.7982,303.7799,839168,866560,882944,864768
344.94,36.25,4.75,35.3571,345.0000,36.5599,307.4027,845568,895744,895744,856064
344.81,40.19,7.88,42.4286,345.0000,40.9518,310.8995,846592,927488,909056,848896
344.50,44.06,11.13,49.5000,345.0000,45.4452,313.6700,855040,971264,923136,842752
349.06,13.50,-7.94,0.0000,0.0000,15.6606,273.6086,835328,792576,855808,902656
349.81,17.37,-4.19,7.0714,0.0000,17.8725,291.2622,834304,804864,853248,882944
349.50,21.06,-0.94,14.1429,0.0000,21.0834,301.9514,837888,821760,855808,873728
348.44,25.31,3.31,21.2143,0.0000,25.5283,310.8931,841984,841984,857856,864000
347.50,29.19,7.44,28.2857,0.0000,30.1202,316.7958,847616,865024,862976,856064
346.69,32.81,11.69,35.3571,0.0000,34.8319,321.2929,856832,891136,868608,847616
345.88,36.06,16.06,42.4286,0.0000,39.4779,324.8836,864256,921856,876800,842240
345.19,39.19,20.62,49.5000,0.0000,44.2838,327.9461,873472,952320,883712,836096
348.06,14.75,-7.13,0.0000,15.0000,16.3807,277.2796,837120,795136,857088,903168
348.81,16.50,-2.75,7.0714,15.0000,16.7276,294.3502,839168,804864,848640,881408
349.00,19.75,2.19,14.1429,15.0000,19.8708,310.3203,845312,819456,845824,871936
348.06,22.81,7.25,21.2143,15.0000,23.9368,320.6932,852992,836864,844544,863488
347.06,25.31,12.44,28.2857,15.0000,28.2031,328.2301,860416,857088,843520,855040
346.13,27.69,17.69,35.3571,15.0000,32.8549,333.6965,871168,882944,845568,848128
345.19,29.81,22.94,42.4286,15.0000,37.6153,337.7619,888832,911360,846336,840448
344.13,31.81,27.94,49.5000,15.0000,42.3384,340.4144,903424,942336,849664,835072
338.69,13.75,-5.63,0.0000,30.0000,14.8561,271.4385,837888,795392,854784,903424
339.44,14.38,0.06,7.0714,30.0000,14.3751,294.6866,845824,804096,843520,885504
340.00,15.75,5.56,14.1429,30.0000,16.7034,314.4519,848640,813312,835840,872960
340.00,17.50,11.19,21.2143,30.0000,20.7704,327.5902,860928,828416,832512,867584
339.69,18.87,17.00,28.2857,30.0000,25.4021,336.6957,878336,846592,827904,858880
339.31,19.87,22.37,35.3571,30.0000,29.9275,342.6988,894720,868096,825344,853760
338.75,21.25,27.62,42.4286,30.0000,34.8526,346.1814,916736,894208,822528,846848
337.88,22.19,32.63,49.5000,30.0000,39.4547,348.6563,936448,922880,822016,841728
326.75,12.50,-1.00,0.0000,45.0000,12.5399,277.1761,839168,795392,846336,894976
327.50,12.50,5.63,7.0714,45.0000,13.7073,306.7278,851968,804096,833792,882688
328.19,12.69,12.19,14.1429,45.0000,17.5928,327.0360,864512,813568,823808,872448
328.94,12.75,18.44,21.2143,45.0000,22.4166,339.2727,882944,828160,818432,867840
329.50,12.88,24.06,28.2857,45.0000,27.2905,346.3503,904448,845056,813056,861440
330.06,12.81,28.56,35.3571,45.0000,31.3046,350.9026,932096,866816,809472,856832
330.50,12.63,33.00,42.4286,45.0000,35.3326,354.5644,962304,890112,806912,854272
330.94,12.63,37.56,49.5000,45.0000,39.6274,357.3597,995584,914688,804864,851200
327.38,11.38,-1.63,0.0000,60.0000,11.4905,274.2449,843008,798720,849408,899840
327.69,11.13,1.81,7.0714,60.0000,11.2717,291.9409,850176,803840,841728,891136
327.94,10.25,7.00,14.1429,60.0000,12.4122,317.2677,859648,807680,832768,882944
328.19,9.31,12.69,21.2143,60.0000,15.7383,336.9092,868096,812032,825088,878848
328.50,8.19,18.25,28.2857,60.0000,20.0024,349.3376,888576,819968,815872,872704
328.69,7.38,23.06,35.3571,60.0000,24.2130,355.9541,913152,832768,809472,869376
328.56,6.38,27.75,42.4286,60.0000,28.4728,0.6245,940288,846080,801536,866048
328.31,5.25,32.38,49.5000,60.0000,32.7979,4.1015,963584,864000,797952,867072
